city_name,description,why_visit,whats_included,whats_not_included,restrictions,additional_info,location
"Tulum, Coba and Playa del Carmen Tour with Cenote Swim","This experience will give you a glimpse into the region's ancient heritage, natural wonders, and city life all in one day. During the tour, you will discover the Mayan walled city of Tulum and the ancient Mayan city of Coba. As you explore these archaeological sites, your professional guide will offer insights into the history and culture of the Mayan civilisation.  For lunch, you'll enjoy a buffet meal comprised of local specialities. You'll then proceed to a Mayan cenote or underground cave where you'll have a chance to cool off with a relaxing swim in crystal clear waters. You will then head back to Playa del Carmen for a one-hour city tour before calling it a day.",[],"['Pickup and drop-off', 'Transportation in an air-conditioned vehicle', 'Guide services', 'Admissions', 'Lunch']",['Photos and souvenirs'],[],['Please bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book or be accompanied by an adult. Operated by ROCKANDTOURS'],"Pick-up pointCancunThis tour offers pickup from most hotels and accommodations downtown. Pickup will be at the Oasis Smart at 7:00. There is an additional USD 5 charge for participants who will be picked up from Costa Mujeres.

Participants staying outside Playa del Carmen have the option to visit Playa del Carmen and return to their accommodation by themselves. They may also choose to skip the Playa del Carmen city tour and return to their hotel right after the Tulum, Coba and cenote visit."
Chichen Itza & Coba Ruins with Cenote Swim from Playa del Carmen,"Take a break from Cancun's beaches for the day and immerse yourself in local culture and discover two fascinating Mayan ruins. Enjoy a guided tour of the UNESCO World Heritage Site of Chichen Itza, take in dip into the waters of Cenote, the head for Cobá to climb the tallest pyramid in the region for amazing views.",[],"['Drinks on board (Just with plus option)', 'Chichen and Coba Ruins admission', 'Lunch', 'Air-conditioned vehicle', 'Guide', 'Box Lunch with sandwhich, fruit, juice and sweet (Just with plus option)']","['Chichen Itza and Coba Taxes State. 36 USD per person payable at the cheking tour', 'Life jacket rental in the cenote it is mandatory for the swimming activity . 3 USD per person', 'Gratuities']",[],[],"Departure pointLa Bodeguita del Medio Playa del Carmen, Gonzalo Guerrero, Playa del Carmen, 777207:30 AM"
Rio Secreto Underground River Tour with Hotel Pick Up,"Discover Río Secreto, a mysterious and enigmatic place with an incredible geological spectacle created over time. Go through trails and channels under the ground and dive into a magical underground world in the center of a beautiful nature reserve.",[],"['Use of lockers and dressing rooms', 'Bottled water', 'Round transportation from your hotel in an air-conditioned vehicle.', 'Park entrance and guided underground tour.', 'Thermal suit, shoes and protective equipment']",['Gratuities'],[],[],
Rio Lagartos and Pink Lagoon from Playa del Carmen and Cancún,"This Rio Lagartos and Las Coloradas tour invites you to discover the Yucatán Peninsula's natural treasures with a look at the wild side of these unique eco-systems. Visit a crocodile sanctuary, marvel at flamingos, and savor a delicious local lunch in this exciting Yucatan day trip from Cancun or Playa del Carmen.",[],"['Box Lunch', 'Certified English-speaking guide', 'Hotel pick-up', 'Bottled water', 'Transportation in an authorized van with A/C', 'Accident insurance and medical expenses']","['Alcoholic drinks (available to purchase)', 'Gratuities', 'Rio Lagartos Reserve Tax 380 MXN per person']",[],[],"Departure pointLa Bodeguita del Medio Playa del Carmen, Gonzalo Guerrero, Playa del Carmen, 777207:45"
Snorkelling Boat Tour with Drinks,"On this boat tour from Cozumel, you'll get to snorkel at three locations in the National Marine Park. You'll board a glass-bottom boat and head out to El Cielo, where you'll be able to touch the sandy seafloor, visible through the clear turquoise waters.  At Columbia Reef, you'll have the chance to spot sea turtles and at Palancar Reef, you'll get a glimpse of a range of colourful tropical fish, rays and nurse sharks. Throughout the tour, you'll have drinks available on the boat.",[],"['Unlimited alcoholic and non-alcoholic drinks', 'Snorkelling equipment', 'Guide services', 'Seasonal tropical fruits', 'Assorted chips']","['Hotel pickup and drop-off', 'Tips', 'National Marine Park fee']",['Requires a moderate level of physical fitness'],"['Children under 18 years old must be accompanied by an adult.', 'Children under 18 years old must be accompanied by an adult.', 'Please arrive at least 30 minutes before the activity starts.', 'Please arrive at least 30 minutes before the activity starts.']","Departure pointMarina Fonatur Cozumel, Carr. Costera Sur km 6, Q.R., 77688Please arrive at Marina Fonatur and go to the boat ramp. Look for the tour provider's sign."
Five Cenotes Jungle Experience in the Riviera Maya,"The cenotes we visit are unknown and not listed among the famous ones, so be ready to visit a unique place, with 5 different cenotes, where we can be mostly alone, enjoying Mother Nature, away from the crowds!More than 100 reviews 5 stars (360 on Airbnb!) explain to you how amazing these cenotes are and consider that food and transportation are included too!Pick up is outside Los Bisquets de Obregon Restaurant, on Constituyentes street, across 20th avenue.Driving south a few minutes, we arrive at a unique place, and moving into the jungle, we reach a hidden area, to explore five different cenotes, in a totally private atmosphere!Life jackets and goggles are included.After cenotes, we move back to Playa, where we all get a great served dinner, at a nice international restaurant, ending in the best way!*Please note: This experience can be done with ANY weather conditions!Please check PRIVATE group option, having the experience just for you, friends or family!Welcome!",[],"['Transportation from Playa del Carmen', 'A 3 courses meal and a fresh fruit water - from Monday to Friday - or an amazing main course plus the fresh fruit water of the day - on weekends or national holidays - at an international restaurant!', 'Bottled water', 'Life jacket and goggles', 'All Fees and Taxes']",['Tips'],[],"['What guests loved mostSee all reviews', 'What guests loved mostSee all reviews', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']","Departure pointLos Bisquets Obregon, Gonzalo Guerrero, Centro, Playa del Carmen, 77710Right outside Los Bisquets de Obregón restaurant, on Constituyentes street, corner with 20th avenue (Playa del Carmen center)"
Surfing Lessons - Learn To Surf In Playa del Carmen,"Learning to surf is one of the most amazing things you can do for yourself. As they say: only a surfer knows the feeling.Our surfing classes are great for beginners and everyone is welcome. We have a proven system that will have you get up catching waves in no time.After your (first) lesson we give you 50% discount on surfboard rentals, so you can continue practicing with us.",[],"['Ecofriendly sunscreen for your face', 'Surfboard with leash']",['Rash guard'],[],[],"Departure pointAloha Paddle Club - Paddleboard & Surf Center, Calle 6 Nte, Centro, Playa del Carmen, 77710Our club is located at Fusion Beach Bar Cuisine on the beach with 6th street. When you arrive to the beach from 6th street you will find the entrance to Fusion on the left. Here you will be greeted by your guide, you can use the bathrooms to change and you can store your belongings."
Snorkeling akumal,"I swim with sea turtles in their natural habitat, always in the company of one of our local guides. You will have all the snorkeling equipment included for this activity.•Beach entrance fee included•different schedules so that you can choose the one of your comfort• activity with private guide for you and your group• snorkel equipment included• locker included",[],"['Toilets', 'watering cans', 'Use of Snorkelling equipment', 'All Fees and Taxes', 'lockers']",['parking lot'],[],[],"Departure pointAkumal snorkel tortugas, Av. Gonzalo Guerrero, Akumal, 77776David Manzano information module"
Guided Midget Submarine Tour,"On this guided midget submarine driving tour, you'll go on an underwater excursion from Cozumel. Additionally, you'll get the opportunity to discover the Caribbean's marine life on board the vessel.  After meeting your guide at a beach resort, you'll receive operational instructions and a safety briefing. Then, you'll board the mini-submarine and go underwater into the sea. During the immersion tour, you'll see a variety of coral reefs and tropical fish.",[],"['Hotel changing rooms, restrooms, beach and swimming pool', 'Use of mini-submarine', 'Guide services']","['Locker rental at USD 10', 'Towel rental at USD 10', 'Alcoholic drinks', 'Lunch', 'Tips']","['Not recommended for visitors with back problems', 'Suitable for all fitness levels']","['Visitors must be at least 12 years old.', 'Visitors must be at least 12 years old.', 'Visitors cannot weigh more than 136kg.', 'Visitors cannot weigh more than 136kg.', 'Visitors must be at least 120cm tall.', 'Visitors must be at least 120cm tall.', 'This activity is not suitable for pregnant people or those with reduced mobility.', 'This activity is not suitable for pregnant people or those with reduced mobility.']","Departure pointWyndham Cozumel Hotel & Resort, Carretera Costera Sur, Colonos Cuzamil, San Miguel de Cozumel, 77600Meet your guide at the Wyndham Cozumel Hotel & Resort’s lobby.

Please arrive at least 15 minutes before your scheduled tour time."
"Zipline, ATV and Cenote Experience with Lunch","On this varied expedition, you’ll head into the lush Mayan jungle of an ecological park for a series of thrilling activities. You’ll begin with a 45-minute ziplining adventure where you’ll whizz through the treetop canopy across six ziplines. Climbing aboard an ATV, you’ll drive through the tropical terrain, passing ancient trees, hidden cenotes and looking out for diverse birdlife. After your adrenaline rush, you can cool off with a swim in the crystalline waters of a typical cenote – a natural pool fed by underground rivers. Your trip will also include a delicious lunch of chicken fajitas.",[],"['Guide services', 'Ziplining', 'Single ATV driving', 'Safety equipment', 'Chicken fajitas and water', 'Hotel pickup and drop-off']","['Insurance for ATV (USD 10) and lockers (USD 5)', 'Souvenir photos (available to purchase)']","['Visitors cannot weigh more than 120kg.', 'Comfortable footwear is recommended.']","['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']","Pick-up pointCancunPlease note that complimentary pickup and drop-off services are available from Cancun and Playa Del Carmen. 

Please enter your pickup details at checkout. 

If your accommodation is not located in the listed pickup areas, please make your way to the designated meeting point: in front of the lobby at Smart Cancun by Oasis or Coco Bongo at Playa Del Carmen."
Xplor Fuego Adrenaline Tour,"This nighttime experience at Xplor Park will give you the chance to immerse yourself in the darkness of the Mayan jungle. You'll be able to walk through firelit caverns and soar through the night sky on a zip-line circuit with seven lines that includes the Riviera Maya's highest zip-line.  You'll get to swim in a 350-metre stalactite river, splash into a cenote on a hammock, drive amphibious vehicles along five kilometres of jungle trails and raft through 570 metres of underground caverns. While here, you can also enjoy a delicious buffet dinner and unlimited non-alcoholic drinks.",[],"['Admission to park attractions', 'Non-alcoholic drinks (coffee, atole, champurrado and water)', 'Amphibious vehicle rental', 'Round-trip transportation', 'Buffet dinner of ribs (vegetarian options available)']","['Personal expenses', 'Tips']","['Visitors must be at least 5 years old.', 'Visitors must show a valid photo ID.', 'Comfortable footwear is recommended.']","['SpanishEnglish (UK)', 'Spanish', 'Spanish', 'English (UK)', 'English (UK)']","Pick-up pointCancúnPlease note that a pickup service is available from hotels in Cancún. Please provide your pickup details at checkout. Please note that hotel pickups will commence 60 minutes before the scheduled tour time.

Please contact the tour provider to arrange your pickup."
Bacalar Lagoon Tour with Lunch,"On this tour, you will be able to explore Bacalar Lagoon, considered one of the most beautiful lagoons in Mexico. Once you get picked up from your hotel, you will be driven to Quintana Roo. Here, you will be able to enjoy a laid back vibe and the charm of a Mexican town.  Next, you will enjoy a boat ride to admire the seven different shades of blue of the Bacalar Lagoon. Once you reach the shore, you will be able to visit the Fort of San Felipe to capture panoramic views.  Next, you will see the pirates channel, known for its azure waters and high mineral content. At the end of the tour, you will have some free time to walk through the streets of Bacalar and indulge in some shopping.",[],"['Boat ride', 'Guide services', 'Hotel pickup and drop-off', 'Lunch', 'Admission to Fort of San Felipe']","['Drinks', 'Personal expenses']",['Comfortable footwear is recommended.'],"['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']","Pick-up pointPlaya Del CarmenPlease note that pickup service is available from hotels in Playa del Carmen. Please enter your pickup details at checkout. 

Please note that the hotel pickups will commence 60 minutes before your scheduled tour time. 

Please contact the tour provider to confirm your pickup details.

 If you aren't using the hotel pickup service, please make your way to any one of the meeting points at Coco Bongo at Playa Del Carmen."
Guided Mayan Archaeological Sites and City Tour,"On this tour, you'll be able to discover Coba and Tulum, two Mayan archaeological sites. With a scenic view of the Caribbean Sea, you'll set out on a journey to explore the temples and pyramids of Tulum with an expert guide. You'll also head over to Coba to climb atop Nohoch Mul – the tallest pyramid on the Yucatán Peninsula. Other highlights on your itinerary include a swimming experience in a cenote, a tasting of traditional Mexican lunch and a chance to tour the city of Playa del Carmen.",[],"['Guide services', 'Pickup and drop-off', 'Transportation in an air-conditioned vehicle', 'Admission', 'Buffet']",,[],['Please bring your ticket with you to the attraction.\rBe aware that operators may cancel for unforeseen reasons.\rYou need to be 18 years or older to book or be accompanied by an adult. Operated by ROCKANDTOURS'],"Pick-up pointPlaya Del CarmenPlease note that pickup is available from accommodation in Playa del Carmen.

Please note that pickup is also available from accommodation in Costa Mujeres for an additional charge of USD 5.

For visitors staying in the Downtown area, pickup is offered from Smart Cancun by Oasis at 07:00.

Please note that there are two drop-off options on the tour. 
- Visitors wishing to spend time in Playa del Carmen after the tour, should arrange their return to Playa del Carmen. 
- Visitors who do not wish to visit Playa del Carmen after the tour, will be dropped off following the tour of Tulum, Coba and the Cenote."
ATV Riding and Cenote Tour,"On this tour, you’ll have the chance to explore dirt trails while riding an all-terrain vehicle before visiting several cenotes to swim in natural pools. After pickup, you’ll board a vehicle and head for Akumal. You’ll then collect an ATV and set off on a ride along nearby dirt trails. During your ATV ride, you’ll stop off at the Jaguar, Nohoch Nah Chich and Alux cenotes, where you can swim in the naturally formed pools. After returning to the tour starting point, you’ll also have the opportunity to explore the nearby caverns and enjoy a snack.",[],"['ATV ride', 'Guide services', 'Snorkel mask', 'Hotel pickup and drop-off', 'Transportation in an air-conditioned vehicle']","['Tips', 'Lunch', 'Snorkelling equipment', 'Bandana and goggles']","['Visitors must weigh at least 39kg.', 'Visitors must be at least 137cm tall.', 'This activity is not suitable for people with reduced mobility.', 'Comfortable footwear is recommended.', 'Operates in all weather conditions, please dress appropriately.']","['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']",Departure pointPlaya del Carmen
Tour of Xplor Fuego Park with All-Inclusive Dinner,"During this thrilling day-trip, you’ll have the chance to take part in adrenaline-filled activities at Xplor Fuego Park. Your guide will pick you up from your accommodation in the morning and you’ll start your adventure. At the park, you’ll have the opportunity to try out all sorts of attractions. You’ll be able to ride zip lines, drive-in amphibious vehicles, go swimming and rafting in the park’s rivers. Your guide will also guide you around the network of caverns and caves within the park where you’ll be able to learn about the stalactites and underground world.  You’ll have time to relax and enjoy an all-inclusive buffet of delicious dishes before your guide drives you back to your accommodation.",[],"['Admission to all seven ziplines', 'Round-trip transportation', 'Water raft tour', 'Dinner', 'Drinks', 'Hamacuatizaje visit and cavern walk', 'Five-kilometre amphibious jungle journey', 'Underground raft tour']",['Photographs'],"['Visitors must be at least 5 years old.', 'Visitors must show a valid photo ID.']","['English (UK)Spanish', 'English (UK)', 'English (UK)', 'Spanish', 'Spanish']","Pick-up pointPlaya del CarmenPlease enter your pickup details at checkout if you are staying in accommodation in Playa del Carmen. 

The following meeting points are for participants located in centrally located accommodation or places that do not offer pickup services:

- Playa del Carmen: Plaza Antigua or Plaza Las Perlas

Please note that the pickup time is set according to your location. Please contact the tour provider to confirm your pickup details."
ATV Tour to Two Cenotes and a Ziplining Site,"On this guided tour, you’ll drive an ATV through the jungle to one of the largest ziplining sites in the Riviera Maya, where you’ll have the chance to glide through the trees on three ziplines. You’ll also be able to swim and dive into two cenotes with stalagmites and stalactites that date back thousands of years. You’ll be treated to a traditional Mayan tamal lunch during the tour.",[],"['Ziplining', 'Mayan ceremony', 'Rappelling', 'Shared or individual ATV rental', 'Round-trip transportation', 'Cenote swimming', 'Lockers', 'Showers']","['Photography charges', 'Tips']","['Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Suitable for all fitness levels']","['English (UK)ItalianFrenchSpanish', 'English (UK)', 'English (UK)', 'Italian', 'Italian', 'French', 'French', 'Spanish', 'Spanish']","Pick-up pointPlaya del CarmenPlease note that pickup is available from accommodations in Playa del Carmen. Please enter your pickup details at checkout. If your accommodation is not located in the listed pickup locations, please make your way to the nearest designated meeting point.  

The meetings points are as follows: 
-El Camello Jr. 
-Súper Akí Tulum 
-CHEDRAUI TULUM IPAE 
-Kore Tulum Retreat and Spa Resort 

Please contact the tour provider to arrange your pickup details. You'll find their contact details on the ticket. 

Please note that the morning tour ends at 13:40. You will be dropped off at your pickup point at approximately 14:45. 

Please note that the afternoon tour ends at 17:45. You will be dropped off at your pickup point at around 18:45."
Napa Valley Wine Trolley Tour with Lunch,"This tour will showcase the idyllic scenery of Napa Valley from the comfort of a quaint trolley. You’ll be riding in a replica of an antique 1890s San Francisco cable car, travelling through wine country to visit several estates.  At the family-run wineries, you can meet winemakers and learn more about their processes and history. There will also be time to indulge in an additionally chargeable wine tasting session, if you’d like to sample their fine wines. As you travel between vineyards, your friendly guide will entertain you with stories about the region. You’ll also stop for a light lunch of gourmet sandwiches, salads and dessert, catered by a local bistro.","['Chance to ride in a replica of a San Francisco cable car', 'Entertaining stories about Napa’s history and culture', 'Bistro-style catered lunch with sandwiches and salads']",['Lunch'],"['Pickup from San Francisco', 'Wine tasting charges (USD 30–40 per winery)', 'Tips (optional)']","['Service animals welcome', 'Public transport links nearby']","['Not recommended for pregnant visitors', 'Not recommended for pregnant visitors', 'Not recommended for visitors with back problems', 'Not recommended for visitors with back problems', 'Not recommended for visitors with heart problems or serious medical conditions', 'Not recommended for visitors with heart problems or serious medical conditions', 'Suitable for all fitness levels', 'Suitable for all fitness levels']","Departure pointOxbow Public Market, 1st St 610, Napa, CA, 94559Arrive across the street from Oxbow Market in the south car park.  

This tour departs at 10:00."
Small-Group Wine-Tasting Tour through Napa Valley,"Join us on a full-day, small-group wine tour of the Spectacular Napa Valley wine country! You’ll visit three charming, back roads wineries and be served a picnic lunch in an idyllic winery setting. Your tour guide will tell fascinating stories and share many interesting tidbits about local history, culture and wine making. Our specialty is intimate, light hearted and truly memorable experiences. Your guide will set up a tasty picnic lunch for you at a picturesque winery. Once the tour concludes, you will be dropped off from where you were picked up. The tour typically has 8-12 guests on board.",[],"['3 winery visits', 'Bottled water', 'Picnic lunch', 'Lunch', 'Hotel pickup and drop-off within towns in tour region (Not San Francisco)', 'Driver Tour Guide', 'Fuel surcharge', 'Transport by small shuttle']","['Wine tasting fees ($20-$25 at each winery) per person', 'Gratuity for the guide (Suggested 18-20%) per person.', 'Groups of 5 or more traveling together will be charged a 20% gratuity for the guide at the end.']",[],"['4.9 · Exceptional(227 reviews)See all reviews', '4.9 · Exceptional(227 reviews)See all reviews', '4.9 · Exceptional(227 reviews)', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0Facilities5.0Quality of service5.0Ease of access5.0', 'Good value5.0', 'Good value5.0', 'Good value', 'Good value', '5.0', '5.0', '', 'Facilities5.0', 'Facilities5.0', 'Facilities', 'Facilities', '5.0', '5.0', '', 'Quality of service5.0', 'Quality of service5.0', 'Quality of service', 'Quality of service', '5.0', '5.0', '', 'Ease of access5.0', 'Ease of access5.0', 'Ease of access', 'Ease of access', '5.0', '5.0', '']","Departure pointMain Street & 5th Street, Napa, 94559"
